Length of road is 10 Time 4.105964 seconds, MCOPs = 487.096387
Length of road is 100 Time 2.671791 seconds, MCOPs = 748.561577
Length of road is 1000 Time 2.716109 seconds, MCOPs = 736.347516
Length of road is 10000 Time 4.313937 seconds, MCOPs = 463.613654
Length of road is 100000 Time 4.815933 seconds, MCOPs = 415.288154
Length of road is 1000000 Time 4.853114 seconds, MCOPs = 412.106576
Length of road is 10000000 Time 5.707911 seconds, MCOPs = 350.390916
Length of road is 100000000 Time 6.553975 seconds, MCOPs = 305.158338
Length of road is 1000000000 Time 9.603228 seconds, MCOPs = 208.263307
